timestamp,load_kw,action_mode,action_power_kw,reason,battery_soc,threshold_kw
2023-01-01 06:15:00,4954.384143238662,idle,0.0,"SOC high, no peak",0.8655047879303364,10719.05329472469
2023-01-01 06:30:00,4799.049634627332,idle,0.0,"SOC high, no peak",0.8655047879303364,10719.05329472469
2023-01-01 06:45:00,4640.881316319871,idle,0.0,"SOC high, no peak",0.8655047879303364,10719.05329472469
2023-01-01 07:00:00,4504.4499208676025,idle,0.0,"SOC high, no peak",0.8655047879303364,10719.05329472469
2023-01-01 07:15:00,4591.863959031353,idle,0.0,"SOC high, no peak",0.8655047879303364,10719.05329472469
2023-01-01 07:30:00,4841.746199655268,idle,0.0,"SOC high, no peak",0.8655047879303364,10719.05329472469
2023-01-01 07:45:00,4629.415323771225,idle,0.0,"SOC high, no peak",0.8655047879303364,10719.05329472469
2023-01-01 08:00:00,5068.54678367478,idle,0.0,"SOC high, no peak",0.8655047879303364,10719.05329472469
2023-01-01 08:15:00,4562.900940369969,idle,0.0,"SOC high, no peak",0.8655047879303364,10719.05329472469
2023-01-01 08:30:00,4527.735303077644,idle,0.0,"SOC high, no peak",0.8655047879303364,10719.05329472469
2023-01-01 08:45:00,4800.154228542785,idle,0.0,"SOC high, no peak",0.8655047879303364,10719.05329472469
2023-01-01 09:00:00,4802.690846123875,idle,0.0,"SOC high, no peak",0.8655047879303364,10719.05329472469
2023-01-01 09:15:00,4759.7590297215465,idle,0.0,"SOC high, no peak",0.8655047879303364,10719.05329472469
2023-01-01 09:30:00,4619.4102843804,idle,0.0,"SOC high, no peak",0.8655047879303364,10719.05329472469
2023-01-01 09:45:00,4367.213972796577,idle,0.0,"SOC high, no peak",0.8655047879303364,10719.05329472469
2023-01-01 10:00:00,4954.826380427597,idle,0.0,"SOC high, no peak",0.8655047879303364,10719.05329472469
2023-01-01 10:15:00,4431.818787799069,idle,0.0,"SOC high, no peak",0.8655047879303364,10719.05329472469
2023-01-01 10:30:00,4403.940187041343,idle,0.0,"SOC high, no peak",0.8655047879303364,10719.05329472469
2023-01-01 10:45:00,4595.471662649649,idle,0.0,"SOC high, no peak",0.8655047879303364,10719.05329472469
2023-01-01 11:00:00,4977.439243271827,idle,0.0,"SOC high, no peak",0.8655047879303364,10719.05329472469
2023-01-01 11:15:00,5030.649789930813,idle,0.0,"SOC high, no peak",0.8655047879303364,10719.05329472469
2023-01-01 11:30:00,5049.355142110773,idle,0.0,"SOC high, no peak",0.8655047879303364,10719.05329472469
2023-01-01 11:45:00,4532.1970112459385,idle,0.0,"SOC high, no peak",0.8655047879303364,10719.05329472469
2023-01-01 12:00:00,4844.002952128843,idle,0.0,"SOC high, no peak",0.8655047879303364,10719.05329472469
2023-01-01 12:15:00,4568.122278386573,idle,0.0,"SOC high, no peak",0.8655047879303364,10719.05329472469
2023-01-01 12:30:00,4701.900850037026,idle,0.0,"SOC high, no peak",0.8655047879303364,10719.05329472469
2023-01-01 12:45:00,4807.971867143346,idle,0.0,"SOC high, no peak",0.8655047879303364,10719.05329472469
2023-01-01 13:00:00,4716.1962358498695,idle,0.0,"SOC high, no peak",0.8655047879303364,10719.05329472469
2023-01-01 13:15:00,4306.381771345349,idle,0.0,"SOC high, no peak",0.8655047879303364,10719.05329472469
2023-01-01 13:30:00,4782.729596319886,idle,0.0,"SOC high, no peak",0.8655047879303364,10719.05329472469
2023-01-01 13:45:00,5124.814717876589,idle,0.0,"SOC high, no peak",0.8655047879303364,10719.05329472469
2023-01-01 14:00:00,4746.86182600549,idle,0.0,"SOC high, no peak",0.8655047879303364,10719.05329472469
2023-01-01 14:15:00,4743.157412967036,idle,0.0,"SOC high, no peak",0.8655047879303364,10719.05329472469
2023-01-01 14:30:00,4529.521960901579,idle,0.0,"SOC high, no peak",0.8655047879303364,10719.05329472469
2023-01-01 14:45:00,5229.529683446975,idle,0.0,"SOC high, no peak",0.8655047879303364,10719.05329472469
2023-01-01 15:00:00,4553.021333909382,idle,0.0,"SOC high, no peak",0.8655047879303364,10719.05329472469
2023-01-01 15:15:00,4771.795661019056,idle,0.0,"SOC high, no peak",0.8655047879303364,10719.05329472469
2023-01-01 15:30:00,5220.28029568718,idle,0.0,"SOC high, no peak",0.8655047879303364,10719.05329472469
2023-01-01 15:45:00,4449.589170537693,idle,0.0,"SOC high, no peak",0.8655047879303364,10719.05329472469
2023-01-01 16:00:00,5177.161608833445,idle,0.0,"SOC high, no peak",0.8655047879303364,10719.05329472469
2023-01-01 16:15:00,5033.0827727967835,idle,0.0,"SOC high, no peak",0.8655047879303364,10719.05329472469
2023-01-01 16:30:00,5005.383182121229,idle,0.0,"SOC high, no peak",0.8655047879303364,10719.05329472469
2023-01-01 16:45:00,4873.599516107327,idle,0.0,"SOC high, no peak",0.8655047879303364,10719.05329472469
2023-01-01 17:00:00,4897.303117086208,idle,0.0,"SOC high, no peak",0.8655047879303364,10719.05329472469
2023-01-01 17:15:00,4423.160282397889,idle,0.0,"SOC high, no peak",0.8655047879303364,10719.05329472469
2023-01-01 17:30:00,4453.944505574707,idle,0.0,"SOC high, no peak",0.8655047879303364,10719.05329472469
2023-01-01 17:45:00,4788.074271692079,idle,0.0,"SOC high, no peak",0.8655047879303364,10719.05329472469
2023-01-01 18:00:00,4555.652770632978,idle,0.0,"SOC high, no peak",0.8655047879303364,10719.05329472469
2023-01-01 18:15:00,4511.647894403392,idle,0.0,"SOC high, no peak",0.8655047879303364,10719.05329472469
2023-01-01 18:30:00,4387.910053788219,idle,0.0,"SOC high, no peak",0.8655047879303364,10719.05329472469
2023-01-01 18:45:00,4360.61410389102,idle,0.0,"SOC high, no peak",0.8655047879303364,10719.05329472469
2023-01-01 19:00:00,4923.792661627946,idle,0.0,"SOC high, no peak",0.8655047879303364,10719.05329472469
2023-01-01 19:15:00,5146.859889899249,idle,0.0,"SOC high, no peak",0.8655047879303364,10719.05329472469
2023-01-01 19:30:00,4742.548870520657,idle,0.0,"SOC high, no peak",0.8655047879303364,10719.05329472469
2023-01-01 19:45:00,4484.634734104933,idle,0.0,"SOC high, no peak",0.8655047879303364,10719.05329472469
2023-01-01 20:00:00,4858.5127239401045,idle,0.0,"SOC high, no peak",0.8655047879303364,10719.05329472469
2023-01-01 20:15:00,4565.945868455193,idle,0.0,"SOC high, no peak",0.8655047879303364,10719.05329472469
2023-01-01 20:30:00,4676.648274933041,idle,0.0,"SOC high, no peak",0.8655047879303364,10719.05329472469
2023-01-01 20:45:00,4916.28731666551,idle,0.0,"SOC high, no peak",0.8655047879303364,10719.05329472469
2023-01-01 21:00:00,4923.992024498573,idle,0.0,"SOC high, no peak",0.8655047879303364,10719.05329472469
2023-01-01 21:15:00,4995.87992972946,idle,0.0,"SOC high, no peak",0.8655047879303364,10719.05329472469
2023-01-01 21:30:00,4410.942501607631,idle,0.0,"SOC high, no peak",0.8655047879303364,10719.05329472469
2023-01-01 21:45:00,4780.723172787552,idle,0.0,"SOC high, no peak",0.8655047879303364,10719.05329472469
2023-01-01 22:00:00,4308.194209280334,idle,0.0,"SOC high, no peak",0.8655047879303364,10719.05329472469
2023-01-01 22:15:00,4614.83086012315,idle,0.0,"SOC high, no peak",0.8655047879303364,10719.05329472469
2023-01-01 22:30:00,5266.324498029254,idle,0.0,"SOC high, no peak",0.8655047879303364,10719.05329472469
2023-01-01 22:45:00,4589.345495492851,idle,0.0,"SOC high, no peak",0.8655047879303364,10719.05329472469
2023-01-01 23:00:00,4550.378707392573,idle,0.0,"SOC high, no peak",0.8655047879303364,10719.05329472469
2023-01-01 23:15:00,4758.1864893328,idle,0.0,"SOC high, no peak",0.8655047879303364,10719.05329472469
2023-01-01 23:30:00,4665.566773802776,idle,0.0,"SOC high, no peak",0.8655047879303364,10719.05329472469
2023-01-01 23:45:00,4696.617772904621,idle,0.0,"SOC high, no peak",0.8655047879303364,10719.05329472469
2023-01-02 00:00:00,11846.510013137657,discharge,750.0,Peak shaving (load 11847 > threshold 10719),0.7372574939196921,10719.05329472469
2023-01-02 00:15:00,9871.059025624962,idle,0.0,Load in neutral zone (9871 kW),0.7372574939196921,10719.05329472469
2023-01-02 00:30:00,9992.129340424575,idle,0.0,Load in neutral zone (9992 kW),0.7372574939196921,10719.05329472469
2023-01-02 00:45:00,9073.3124828503,idle,0.0,Load in neutral zone (9073 kW),0.7372574939196921,10719.05329472469
2023-01-02 01:00:00,10461.603525862987,idle,0.0,Load in neutral zone (10462 kW),0.7372574939196921,10719.05329472469
2023-01-02 01:15:00,10201.11676824502,idle,0.0,Load in neutral zone (10201 kW),0.7372574939196921,10719.05329472469
2023-01-02 01:30:00,9838.259448214749,idle,0.0,Load in neutral zone (9838 kW),0.7372574939196921,10719.05329472469
2023-01-02 01:45:00,8854.884499400912,idle,0.0,Load in neutral zone (8855 kW),0.7372574939196921,10719.05329472469
2023-01-02 02:00:00,10799.747600877512,discharge,80.69430615282181,Peak shaving (load 10800 > threshold 10719),0.7234590587114709,10719.05329472469
2023-01-02 02:15:00,10761.312748027338,discharge,42.25945330264767,Peak shaving (load 10761 > threshold 10719),0.7162328446682259,10719.05329472469
2023-01-02 02:30:00,10210.6432737691,idle,0.0,Load in neutral zone (10211 kW),0.7162328446682259,10719.05329472469
2023-01-02 02:45:00,8735.585233715523,idle,0.0,Load in neutral zone (8736 kW),0.7162328446682259,10719.05329472469
2023-01-02 03:00:00,10328.189322776108,idle,0.0,Load in neutral zone (10328 kW),0.7162328446682259,10719.05329472469
2023-01-02 03:15:00,7399.84646874643,charge,450.0,Low load charging (load 7400 < 8039),0.7893338022542932,10719.05329472469
2023-01-02 03:30:00,9332.011866529614,idle,0.0,Load in neutral zone (9332 kW),0.7893338022542932,10719.05329472469
2023-01-02 03:45:00,9539.457780817524,idle,0.0,Load in neutral zone (9539 kW),0.7893338022542932,10719.05329472469
2023-01-02 04:00:00,10376.035887129756,idle,0.0,Load in neutral zone (10376 kW),0.7893338022542932,10719.05329472469
2023-01-02 04:15:00,9503.256485151029,idle,0.0,Load in neutral zone (9503 kW),0.7893338022542932,10719.05329472469
2023-01-02 04:30:00,9866.244951254395,idle,0.0,Load in neutral zone (9866 kW),0.7893338022542932,10719.05329472469
2023-01-02 04:45:00,8962.725975036874,idle,0.0,Load in neutral zone (8963 kW),0.7893338022542932,10719.05329472469
2023-01-02 05:00:00,10616.11037900082,idle,0.0,Load in neutral zone (10616 kW),0.7893338022542932,10719.05329472469
2023-01-02 05:15:00,10045.7441470062,idle,0.0,Load in neutral zone (10046 kW),0.7893338022542932,10719.05329472469
2023-01-02 05:30:00,9880.73432939476,idle,0.0,Load in neutral zone (9881 kW),0.7893338022542932,10719.05329472469
2023-01-02 05:45:00,8562.912795343587,idle,0.0,Load in neutral zone (8563 kW),0.7893338022542932,10719.05329472469
2023-01-02 06:00:00,10829.73835238596,discharge,110.68505766127055,Peak shaving (load 10830 > threshold 10719),0.7704070567443331,10719.05329472469
2023-01-02 06:15:00,10217.90535009342,idle,0.0,Load in neutral zone (10218 kW),0.7704070567443331,10719.05329472469
2023-01-02 06:30:00,10565.783855623313,idle,0.0,Load in neutral zone (10566 kW),0.7704070567443331,10719.05329472469
2023-01-02 06:45:00,9740.55940988825,idle,0.0,Load in neutral zone (9741 kW),0.7704070567443331,10719.05329472469
2023-01-02 07:00:00,11655.556443915792,discharge,750.0,Peak shaving (load 11656 > threshold 10719),0.6421597627336888,10719.05329472469
2023-01-02 07:15:00,10904.298995967114,discharge,185.24570124242382,Peak shaving (load 10904 > threshold 10719),0.6104834161850954,10719.05329472469
2023-01-02 07:30:00,10707.664718601736,idle,0.0,Load in neutral zone (10708 kW),0.6104834161850954,10719.05329472469
2023-01-02 07:45:00,9303.511489662116,idle,0.0,Load in neutral zone (9304 kW),0.6104834161850954,10719.05329472469
2023-01-02 08:00:00,12814.586816019102,discharge,750.0,Peak shaving (load 12815 > threshold 10719),0.4822361221744511,10719.05329472469
2023-01-02 08:15:00,7760.096232563529,charge,450.0,Low load charging (load 7760 < 8039),0.5553370797605184,10719.05329472469
2023-01-02 08:30:00,10865.902863587216,discharge,146.8495688625262,Peak shaving (load 10866 > threshold 10719),0.5302263333161867,10719.05329472469
2023-01-02 08:45:00,9692.566124660036,idle,0.0,Load in neutral zone (9693 kW),0.5302263333161867,10719.05329472469
2023-01-02 09:00:00,11020.997663773518,discharge,301.94436904882787,Peak shaving (load 11021 > threshold 10719),0.4785949356198354,10719.05329472469
2023-01-02 09:15:00,8321.250064555601,idle,0.0,Load in neutral zone (8321 kW),0.4785949356198354,10719.05329472469
2023-01-02 09:30:00,10805.09030313116,discharge,86.0370084064707,Peak shaving (load 10805 > threshold 10719),0.46388291760263417,10719.05329472469
2023-01-02 09:45:00,9267.464744731906,idle,0.0,Load in neutral zone (9267 kW),0.46388291760263417,10719.05329472469
2023-01-02 10:00:00,10671.996165057848,idle,0.0,Load in neutral zone (10672 kW),0.46388291760263417,10719.05329472469
2023-01-02 10:15:00,8007.781208328426,charge,450.0,Low load charging (load 8008 < 8039),0.5369838751887014,10719.05329472469
2023-01-02 10:30:00,10164.60648833337,idle,0.0,Load in neutral zone (10165 kW),0.5369838751887014,10719.05329472469
2023-01-02 10:45:00,9181.437766761956,idle,0.0,Load in neutral zone (9181 kW),0.5369838751887014,10719.05329472469
2023-01-02 11:00:00,11245.996614521637,discharge,526.9433197969465,Peak shaving (load 11246 > threshold 10719),0.4468784687074428,10719.05329472469
2023-01-02 11:15:00,8309.475541994205,idle,0.0,Load in neutral zone (8309 kW),0.4468784687074428,10719.05329472469
2023-01-02 11:30:00,9800.190781581565,idle,0.0,Load in neutral zone (9800 kW),0.4468784687074428,10719.05329472469
2023-01-02 11:45:00,9269.588621976302,idle,0.0,Load in neutral zone (9270 kW),0.4468784687074428,10719.05329472469
2023-01-02 12:00:00,10686.177871657776,idle,0.0,Load in neutral zone (10686 kW),0.4468784687074428,10719.05329472469
2023-01-02 12:15:00,10111.242279724787,idle,0.0,Load in neutral zone (10111 kW),0.4468784687074428,10719.05329472469
2023-01-02 12:30:00,10602.568995230293,idle,0.0,Load in neutral zone (10603 kW),0.4468784687074428,10719.05329472469
2023-01-02 12:45:00,9595.246785470485,idle,0.0,Load in neutral zone (9595 kW),0.4468784687074428,10719.05329472469
2023-01-02 13:00:00,10712.650405652292,idle,0.0,Load in neutral zone (10713 kW),0.4468784687074428,10719.05329472469
2023-01-02 13:15:00,10227.595714167472,idle,0.0,Load in neutral zone (10228 kW),0.4468784687074428,10719.05329472469
2023-01-02 13:30:00,10655.693266243425,idle,0.0,Load in neutral zone (10656 kW),0.4468784687074428,10719.05329472469
2023-01-02 13:45:00,9610.871373391295,idle,0.0,Load in neutral zone (9611 kW),0.4468784687074428,10719.05329472469
2023-01-02 14:00:00,10654.863426318763,idle,0.0,Load in neutral zone (10655 kW),0.4468784687074428,10719.05329472469
2023-01-02 14:15:00,8426.321848235011,idle,0.0,Load in neutral zone (8426 kW),0.4468784687074428,10719.05329472469
2023-01-02 14:30:00,10681.9471732455,idle,0.0,Load in neutral zone (10682 kW),0.4468784687074428,10719.05329472469
2023-01-02 14:45:00,9074.455967323249,idle,0.0,Load in neutral zone (9074 kW),0.4468784687074428,10719.05329472469
2023-01-02 15:00:00,10880.970128917832,discharge,161.91683419314177,Peak shaving (load 10881 > threshold 10719),0.41919127425405533,10719.05329472469
2023-01-02 15:15:00,10597.160856735798,idle,0.0,Load in neutral zone (10597 kW),0.41919127425405533,10719.05329472469
2023-01-02 15:30:00,8128.618894979741,idle,0.0,Load in neutral zone (8129 kW),0.41919127425405533,10719.05329472469
2023-01-02 15:45:00,9623.264552518096,idle,0.0,Load in neutral zone (9623 kW),0.41919127425405533,10719.05329472469
2023-01-02 16:00:00,12371.269489817554,discharge,750.0,Peak shaving (load 12371 > threshold 10719),0.29094398024341106,10719.05329472469
2023-01-02 16:15:00,10449.695849116855,idle,0.0,Load in neutral zone (10450 kW),0.29094398024341106,10719.05329472469
2023-01-02 16:30:00,10697.115845206416,idle,0.0,Load in neutral zone (10697 kW),0.29094398024341106,10719.05329472469
2023-01-02 16:45:00,8915.852492293032,idle,0.0,Load in neutral zone (8916 kW),0.29094398024341106,10719.05329472469
2023-01-02 17:00:00,10750.956984554345,discharge,31.903689829654468,Peak shaving (load 10751 > threshold 10719),0.2854885643906003,10719.05329472469
2023-01-02 17:15:00,10293.342896525992,idle,0.0,Load in neutral zone (10293 kW),0.2854885643906003,10719.05329472469
2023-01-02 17:30:00,7902.268359117131,charge,450.0,Low load charging (load 7902 < 8039),0.3585895219766675,10719.05329472469
2023-01-02 17:45:00,9710.502162490298,idle,0.0,Load in neutral zone (9711 kW),0.3585895219766675,10719.05329472469
2023-01-02 18:00:00,10607.353144622795,idle,0.0,Load in neutral zone (10607 kW),0.3585895219766675,10719.05329472469
2023-01-02 18:15:00,10224.727585588633,idle,0.0,Load in neutral zone (10225 kW),0.3585895219766675,10719.05329472469
2023-01-02 18:30:00,10196.042776449707,idle,0.0,Load in neutral zone (10196 kW),0.3585895219766675,10719.05329472469
2023-01-02 18:45:00,9693.053649003314,idle,0.0,Load in neutral zone (9693 kW),0.3585895219766675,10719.05329472469
2023-01-02 19:00:00,11201.063063940132,discharge,482.00976921544134,Peak shaving (load 11201 > threshold 10719),0.2761675905252335,10719.05329472469
2023-01-02 19:15:00,8057.224900514294,idle,0.0,Load in neutral zone (8057 kW),0.2761675905252335,10719.05329472469
2023-01-02 19:30:00,10762.498732534208,discharge,43.4454378095179,Peak shaving (load 10762 > threshold 10719),0.26873857741032897,10719.05329472469
2023-01-02 19:45:00,10045.839486297038,idle,0.0,Load in neutral zone (10046 kW),0.26873857741032897,10719.05329472469
2023-01-02 20:00:00,11127.698969680092,discharge,408.6456749554018,Peak shaving (load 11128 > threshold 10719),0.19886164138075085,10719.05329472469
2023-01-02 20:15:00,8073.035512658893,idle,0.0,Load in neutral zone (8073 kW),0.19886164138075085,10719.05329472469
2023-01-02 20:30:00,10560.322619816,idle,0.0,Load in neutral zone (10560 kW),0.19886164138075085,10719.05329472469
2023-01-02 20:45:00,9504.573643012827,idle,0.0,Load in neutral zone (9505 kW),0.19886164138075085,10719.05329472469
2023-01-02 21:00:00,11011.057638061042,discharge,292.00434333635167,Peak shaving (load 11011 > threshold 10719),0.14892995221776126,10719.05329472469
2023-01-02 21:15:00,10542.051332255114,charge,750.0,Emergency charge (SOC < 15%),0.2707648815278733,10719.05329472469
2023-01-02 21:30:00,10586.687144452935,idle,0.0,Load in neutral zone (10587 kW),0.2707648815278733,10719.05329472469
2023-01-02 21:45:00,9301.25268215808,idle,0.0,Load in neutral zone (9301 kW),0.2707648815278733,10719.05329472469
2023-01-02 22:00:00,10150.579106892274,idle,0.0,Load in neutral zone (10151 kW),0.2707648815278733,10719.05329472469
2023-01-02 22:15:00,6972.200245795169,charge,450.0,Low load charging (load 6972 < 8039),0.34386583911394053,10719.05329472469
2023-01-02 22:30:00,7543.4545650843875,charge,450.0,Low load charging (load 7543 < 8039),0.41696679670000775,10719.05329472469
2023-01-02 22:45:00,9209.54598329095,idle,0.0,Load in neutral zone (9210 kW),0.41696679670000775,10719.05329472469
2023-01-02 23:00:00,11087.98475709706,discharge,368.9314623723694,Peak shaving (load 11088 > threshold 10719),0.3538808477338128,10719.05329472469
2023-01-02 23:15:00,7501.126540974678,charge,450.0,Low load charging (load 7501 < 8039),0.42698180531988,10719.05329472469
2023-01-02 23:30:00,10519.00157107258,idle,0.0,Load in neutral zone (10519 kW),0.42698180531988,10719.05329472469
2023-01-02 23:45:00,9224.497402183686,idle,0.0,Load in neutral zone (9224 kW),0.42698180531988,10719.05329472469
2023-01-03 00:00:00,12059.59961603884,discharge,750.0,Peak shaving (load 12060 > threshold 10719),0.29873451130923573,10719.05329472469
2023-01-03 00:15:00,10460.299334561672,idle,0.0,Load in neutral zone (10460 kW),0.29873451130923573,10719.05329472469
2023-01-03 00:30:00,10435.397058499198,idle,0.0,Load in neutral zone (10435 kW),0.29873451130923573,10719.05329472469
2023-01-03 00:45:00,9069.49690190533,idle,0.0,Load in neutral zone (9069 kW),0.29873451130923573,10719.05329472469
2023-01-03 01:00:00,10404.077467156512,idle,0.0,Load in neutral zone (10404 kW),0.29873451130923573,10719.05329472469
2023-01-03 01:15:00,10031.318444892982,idle,0.0,Load in neutral zone (10031 kW),0.29873451130923573,10719.05329472469
2023-01-03 01:30:00,10562.330217344348,idle,0.0,Load in neutral zone (10562 kW),0.29873451130923573,10719.05329472469
2023-01-03 01:45:00,8598.393486757015,idle,0.0,Load in neutral zone (8598 kW),0.29873451130923573,10719.05329472469
2023-01-03 02:00:00,10498.77156785075,idle,0.0,Load in neutral zone (10499 kW),0.29873451130923573,10719.05329472469
2023-01-03 02:15:00,10257.87672668444,idle,0.0,Load in neutral zone (10258 kW),0.29873451130923573,10719.05329472469
2023-01-03 02:30:00,8009.671755888261,charge,450.0,Low load charging (load 8010 < 8039),0.37183546889530295,10719.05329472469
2023-01-03 02:45:00,8843.281145673127,idle,0.0,Load in neutral zone (8843 kW),0.37183546889530295,10719.05329472469
2023-01-03 03:00:00,10999.331064343072,discharge,280.2777696183821,Peak shaving (load 10999 > threshold 10719),0.32390898152877456,10719.05329472469
2023-01-03 03:15:00,10222.290660647202,idle,0.0,Load in neutral zone (10222 kW),0.32390898152877456,10719.05329472469
2023-01-03 03:30:00,10259.004443062651,idle,0.0,Load in neutral zone (10259 kW),0.32390898152877456,10719.05329472469
2023-01-03 03:45:00,8876.761648563452,idle,0.0,Load in neutral zone (8877 kW),0.32390898152877456,10719.05329472469
2023-01-03 04:00:00,10114.062982742287,idle,0.0,Load in neutral zone (10114 kW),0.32390898152877456,10719.05329472469
2023-01-03 04:15:00,9600.351442013389,idle,0.0,Load in neutral zone (9600 kW),0.32390898152877456,10719.05329472469
2023-01-03 04:30:00,7888.552673965885,charge,450.0,Low load charging (load 7889 < 8039),0.3970099391148418,10719.05329472469
2023-01-03 04:45:00,8648.269858574524,idle,0.0,Load in neutral zone (8648 kW),0.3970099391148418,10719.05329472469
2023-01-03 05:00:00,10445.644267100502,idle,0.0,Load in neutral zone (10446 kW),0.3970099391148418,10719.05329472469
2023-01-03 05:15:00,10834.513953401203,discharge,115.46065867651305,Peak shaving (load 10835 > threshold 10719),0.3772665830615759,10719.05329472469
2023-01-03 05:30:00,9622.15500097896,idle,0.0,Load in neutral zone (9622 kW),0.3772665830615759,10719.05329472469
2023-01-03 05:45:00,8893.493674425357,idle,0.0,Load in neutral zone (8893 kW),0.3772665830615759,10719.05329472469
2023-01-03 06:00:00,11436.315272674134,discharge,717.2619779494435,Peak shaving (load 11436 > threshold 10719),0.2546173727032579,10719.05329472469
2023-01-03 06:15:00,10053.88767989093,idle,0.0,Load in neutral zone (10054 kW),0.2546173727032579,10719.05329472469
2023-01-03 06:30:00,10676.52093516972,idle,0.0,Load in neutral zone (10677 kW),0.2546173727032579,10719.05329472469
2023-01-03 06:45:00,9229.840885376045,idle,0.0,Load in neutral zone (9230 kW),0.2546173727032579,10719.05329472469
2023-01-03 07:00:00,10882.292079534414,discharge,163.23878480972417,Peak shaving (load 10882 > threshold 10719),0.22670412946401391,10719.05329472469
2023-01-03 07:15:00,10749.616877106931,discharge,30.563582382241293,Peak shaving (load 10750 > threshold 10719),0.22147786714962212,10719.05329472469
2023-01-03 07:30:00,11113.549630999709,discharge,394.4963362750186,Peak shaving (load 11114 > threshold 10719),0.1540204169837764,10719.05329472469
2023-01-03 07:45:00,9910.05158378006,idle,0.0,Load in neutral zone (9910 kW),0.1540204169837764,10719.05329472469
2023-01-03 08:00:00,12897.069006377556,discharge,324.1225019026583,Peak shaving (load 12897 > threshold 10719),0.1,10719.05329472469
2023-01-03 08:15:00,10410.102512130035,charge,750.0,Emergency charge (SOC < 15%),0.22183492931011206,10719.05329472469
2023-01-03 08:30:00,10796.613728611932,discharge,77.56043388724174,Peak shaving (load 10797 > threshold 10719),0.20857237495233844,10719.05329472469
2023-01-03 08:45:00,9826.98409252875,idle,0.0,Load in neutral zone (9827 kW),0.20857237495233844,10719.05329472469
2023-01-03 09:00:00,11189.809422750202,discharge,470.7561280255122,Peak shaving (load 11190 > threshold 10719),0.12807477554140462,10719.05329472469
2023-01-03 09:15:00,10780.306055831394,charge,750.0,Emergency charge (SOC < 15%),0.24990970485151665,10719.05329472469
2023-01-03 09:30:00,10386.030012001464,idle,0.0,Load in neutral zone (10386 kW),0.24990970485151665,10719.05329472469
2023-01-03 09:45:00,9294.186727719643,idle,0.0,Load in neutral zone (9294 kW),0.24990970485151665,10719.05329472469
2023-01-03 10:00:00,11210.992267985868,discharge,491.93897326117803,Peak shaving (load 11211 > threshold 10719),0.16578991533268894,10719.05329472469
2023-01-03 10:15:00,10058.728453543308,idle,0.0,Load in neutral zone (10059 kW),0.16578991533268894,10719.05329472469
